Player,Year1,Year2,Year3,Year4,Year5,Retire,NextPercentile
Wayne Simmons,0.2979127134724857,0.2986767485822306,0.6348122866894198,0.6695352839931153,0.7688442211055276,0,0.6563517915309446
Matt Toeaina,0.3561643835616438,0.3575721153846153,0.374401913875598,0.6089517078916372,0.6210653753026635,0,0.6376811594202898
Dixon Edwards,0.3114446529080675,0.2973977695167286,0.4857685009487666,0.5236294896030246,0.537542662116041,0,0.6196213425129088
Mike Sensibaugh,0.764367816091954,0.8844221105527639,0.965686274509804,0.9237668161434978,0.95850622406639,0,0.9803149606299212
Kindal Moorehead,0.4431396786155748,0.7024390243902439,0.8192261185006046,0.8370549185274593,0.7635497319833234,0,0.6953125
Alex Smith,0.2357920193470374,0.3156306578153289,0.3633071816535908,0.2840976771888028,0.3509615384615384,0,0.3427033492822967
Keenan Allen,0.2240862792091072,0.3840190816935003,0.3952522255192878,0.3565982404692082,0.5829439252336449,0,0.5958579881656805
Walt Aikens,0.6219439475253429,0.658753709198813,0.6856304985337244,0.570677570093458,0.593491124260355,0,0.5992844364937389
Brandon Carr,0.7235576923076923,0.8355263157894737,0.8833922261484098,0.8656174334140436,0.894927536231884,0,0.944877171959257
Akeem Ayers,0.7027845036319612,0.8683574879227053,0.915518274415818,0.9081693500298152,0.8759643916913946,0,0.8744868035190616
Travis Taylor,0.175,0.3150134048257372,0.3120612635609445,0.3739184177997527,0.2554878048780488,0,0.2702539298669891
Erik McMillan,0.630188679245283,0.8968105065666041,0.9774859287054408,0.9662288930581614,0.8401486988847584,1,
Daniel Wilcox,0.3475609756097561,0.5314389359129383,0.5576342788171395,0.6110780226325193,0.5709134615384616,1,
John Browning,0.1944922547332186,0.3735343383584589,0.3843648208469055,0.2761310452418096,0.6801470588235294,0,0.735254691689008
Rich Seubert,0.2399489470325462,0.3016069221260816,0.2896341463414634,0.1729141475211608,0.048280024140012,0,0.2864800476474092
Hardy Nickerson1,0.1415094339622641,0.1388367729831144,0.2607879924953096,0.1463414634146341,0.1412639405204461,0,0.1821631878557874
