PLAYER,YEARS_REVEALED,PASSING YARDS,YARDS PER ATTEMPT,ATTEMPTS,COMPLETIONS,COMPLETION %,TOUCHDOWNS,INTERCEPTIONS,QB RATING,1ST DOWNS,1ST DOWN %,20+,40+,LONG,SACKS,SACK LOSS YARDS,RUSHING YARDS,ATTEMPTS.1,YARDS PER ATTEMPT.1,TOUCHDOWNS.1,20+.1,40+.1,LONG.1,RUSHING 1ST DOWNS,RUSHING 1ST %,FUMBLES,HOWGOOD RAW SCORE,PERCENTILE,ACTUAL_REMAINING_SEASONS,PREDICTED_REMAINING_SEASONS,RETIREMENT_DIFFERENCE,MEAN_PERCENTILE_DIFFERENCE
A J Feeley,3,0.08780611864268967,0.6455666192508297,0.04347158998321787,0.07970697800253897,0.7240000000000002,0.11328976034858387,-0.20634918571428568,1.0951111111111111,0.08022192232718547,0.6918626619322519,0.1123321123321123,0.1111111111111111,0.14189880020865936,-0.05982905982905983,-0.05925925925925924,0.0119352479006572,0.03121952705272311,0.0167506302543202,0.0,0.0,0.0,0.029695693545824933,0.0,0.0,-0.4444444444444444,3.2460979347567678,0.378685473601724,8,4,-4,0.20558959963443668
A J Feeley,4,0.1884523345948568,0.6710414868309604,0.10372102984372429,0.1892978566702342,0.8084444444444446,0.20158238734090125,-0.5476189928571428,1.1464444444444444,0.18530322897624127,0.6921017315313196,0.19301284417563483,0.16666666666666666,0.19062711210904718,-0.17492877492877495,-0.16759259259259257,0.028519196040558168,0.06580512533086169,0.037493588784050375,0.027777777777777776,0.0,0.0,0.061404011948373055,0.013094570021973102,0.017679833278029577,-0.8888888888888888,3.2094404215427,0.37132057642334043,7,5,-2,0.2194342502668394
A J Feeley,5,0.21603621992371771,0.49831815621289305,0.12543193116569218,0.23087766376813898,0.644888888888889,0.2158009402591446,-0.7301586571428571,0.8626666666666667,0.2277064729472344,0.5162866306163831,0.17845548078106216,0.1111111111111111,0.1608369054909165,-0.23019943019943023,-0.21666666666666667,0.033167896279801934,0.06917119655627718,0.04148591705946035,0.05555555555555555,0.0,0.0,0.06341663680509624,0.026189140043946204,0.035359666556059155,-0.8888888888888888,2.2468494337902034,0.2614096684235251,6,3,-3,-0.058494326936278374
A J Feeley,6,0.2567688941799143,0.45546495546495547,0.1519517416245874,0.28344183926486083,0.6333333333333334,0.24853801169590642,-0.9126983214285714,0.8520000000000001,0.2827359795444902,0.4610454002753172,0.173421926910299,0.07142857142857142,0.19971953837895867,-0.28974358974358977,-0.2722006890611542,0.04242494038245679,0.07730111736898455,0.06797334002458108,0.08333333333333333,0.0,0.0,0.07646703130402813,0.039283710065919304,0.05303949983408873,-0.8888888888888888,2.1461416752923816,0.2706601535099381,5,2,-3,-0.04030356718128353
A J Feeley,7,0.1923815625066463,0.5111940317419769,0.10903077681108772,0.20715891574062206,0.6695555555555557,0.19655620532813514,-0.7037036333333333,0.9564444444444445,0.20995850783084827,0.5090817186034577,0.12271078974225348,0.05396825396825396,0.23583889272295067,-0.1928062678062678,-0.1774044448833369,0.04457036734924233,0.06112669324593001,0.0944085015206645,0.05555555555555555,0.0,0.0,0.07265695417332435,0.039283710065919304,0.05920836339880322,-0.4444444444444444,2.882331009838289,0.3542229403267925,4,2,-2,0.07713258095673833
A J Feeley,8,0.16452539614503145,0.6660222071180975,0.08537908126685731,0.16488152800127848,0.8297777777777778,0.1816114359974009,-0.5740740166666667,1.2284444444444444,0.16852006745623765,0.6451451221886005,0.11961870019325559,0.09206349206349204,0.31121750632620193,-0.12578347578347576,-0.11223783033514924,0.052683418266356474,0.06056203264923702,0.12921897814390804,0.027777777777777776,0.0,0.0,0.08369472381553304,0.039283710065919304,0.0653772269635177,-0.2222222222222222,4.08148708165341,0.5124604882195128,3,1,-2,0.2479212625148481
A J Feeley,9,0.11037165192874532,0.5611101227539583,0.052109567448772175,0.10063540346430079,0.686,0.12962962962962962,-0.4444444,0.9542222222222223,0.1018291018291018,0.540060784626002,0.09747899159663864,0.0984126984126984,0.24925044091710755,-0.0502136752136752,-0.0341513191461347,0.051579781456648446,0.05046967287796023,0.11903926538773006,0.0,0.0,0.0,0.07265695417332435,0.039283710065919304,0.0715460905282322,0.0,3.5568766949591817,0.43493691076362184,2,2,0,0.3031516165320041
A J Feeley,10,0.069198171643385,0.33078337187926227,0.033136741920205666,0.0634288128432615,0.4066666666666667,0.08024691358024691,-0.2962962666666667,0.5451111111111111,0.06367731367731366,0.31984923289271117,0.061811391223155925,0.06031746031746031,0.14327601410934743,-0.03205128205128204,-0.020614229990618654,0.03285040634996193,0.03205849872287619,0.07186114536191646,0.0,0.0,0.0,0.04475871290148,0.026189140043946204,0.047697393685488136,0.0,2.083956720221229,0.26892998349989106,1,2,1,0.4439759036144578
Aaron Brooks,3,0.569727024683945,0.6459617512249092,0.27449676225686015,0.5070585117559905,0.7555555555555555,0.6732026143790849,-1.2222221,1.0891111111111111,0.5410935959648167,0.6040626948556469,0.653072853072853,0.8571428571428571,0.2721894328936582,-0.6629602836499388,-0.6939111566090068,0.2026960021141476,0.19549205947125026,0.14983462723676905,0.20118446353109126,0.16666666666666666,0.0,0.18252225322241877,0.20028126900449178,0.15490796508299068,-1.4831632475943928,4.834003283373777,0.5717710952209923,4,8,4,0.09195850225813798
Aaron Brooks,4,0.898094572251945,0.8398442301951073,0.44370495873253896,0.8140582272787953,1.000888888888889,1.1111111111111112,-1.851037665934066,1.444,0.8703849956249574,0.7969791969129633,1.0097680097680097,1.3412698412698414,0.38547109819410286,-1.0919365492079134,-1.0885242121576268,0.29184662093726754,0.281211392324926,0.19583945859078558,0.24523408679850528,0.19444444444444445,0.0,0.23262284733927793,0.2894514268978725,0.2054677337857203,-2.1941060785276525,6.666088635519802,0.7692722107943971,3,7,4,0.13656621112924508
Aaron Brooks,5,1.1020017391814552,0.931687422915493,0.5467295671220636,1.0063723524211547,1.1244444444444444,1.3319573443412454,-2.07773686996337,1.6360000000000001,1.0716124410733274,0.8892537236616377,1.2003596747782792,1.492063492063492,0.4460549340055362,-1.3360643299174033,-1.252711069449166,0.336099447846553,0.3259858384605429,0.2139890995406128,0.2892837100659193,0.16666666666666666,0.0,0.24833691879929984,0.33469914046287697,0.2308668813654771,-2.5526519233215996,7.705300646564538,0.864776754075124,2,7,5,0.17920524071571597
Aaron Brooks,6,1.158880902497596,0.9213051024514615,0.5731775989350115,1.079049269180754,1.1335555555555554,1.309748022015824,-2.1430604287545787,1.6271111111111112,1.151255680430449,0.8934617272632713,1.2098225919931345,1.2724867724867726,0.46274988092808056,-1.4135254439602265,-1.2468612233706686,0.35427108979531147,0.3332648262272634,0.21759078245511168,0.3170614878436971,0.12354149246976365,0.0,0.2392049235033532,0.3459942535254152,0.23458886314051147,-2.5483103988143356,7.606364438909639,0.8593296784161664,1,6,5,0.24472498040240398
Akili Smith,3,0.19626137363152554,0.44341710131183815,0.13582229004505625,0.22620260328239952,0.6839999999999999,0.07870370370370369,-0.4981684483516483,0.7684444444444445,0.18619613454439882,0.4600569473441856,0.15423280423280422,0.03703703703703702,0.1694968053937661,-0.5054195485229968,-0.4544560277796829,0.147366589214652,0.12592255726228432,0.1707804686400357,0.05892556509887897,0.17955837819827097,0.0,0.15179918778588994,0.1270699625069407,0.1504624030728497,-1.0575312932314846,2.1361810388651485,0.25033646965683143,1,3,2,0.10351934051997469
Al Woodall,3,0.2537024987200036,0.40685240685240687,0.1524866679596528,0.27276105536975104,0.5331111111111111,0.2142857142857143,-0.48783063904761914,0.6646666666666667,0.36269791448699173,0.5458286569397679,0.0,0.0,0.19361111111111112,-0.4775757575757576,-0.455613513970393,0.12535482173019993,0.1483759734221916,0.10172076613429987,0.0,0.0,0.0,0.144999721460063,0.0,0.0,0.0,2.6994351756561614,0.7331270262304745,2,3,1,-0.08053528825886547
Al Woodall,4,0.28960918844217315,0.46271167104500444,0.18332562883767292,0.3238672306047016,0.6273333333333333,0.24285714285714285,-0.5227512704761905,0.7660000000000001,0.35218775123621987,0.5393004810600844,0.0,0.0,0.20831088664421998,-0.48210437710437715,-0.4749820687743174,0.13408606615367952,0.15790345701806874,0.12495083699572725,0.0,0.0,0.0,0.15428375029053634,0.0,0.0,0.0,3.086889708163679,0.6367521367521367,1,3,2,0.032478632478632474
Alex Smith,3,0.36103825932494293,0.5011366107256517,0.20221567097753806,0.3683052915082383,0.7057777777777777,0.23070987654320987,-1.232193608974359,0.7315555555555555,0.3443619676014042,0.4641963240425152,0.37219109866168687,0.38730158730158726,0.2602513227513228,-0.7496438746438747,-0.6799486495827779,0.18569105715730566,0.1637760044560516,0.1571943405701123,0.07856742013183862,0.06527094744299287,0.0,0.1772610005064772,0.13588539934293933,0.11894857625035393,-1.0575312932314846,2.2923186621970055,0.2835143707929285,13,6,-7,-0.026492966731541594
Alex Smith,4,0.47602824970085356,0.5857992844294213,0.26342266313371393,0.482200992817913,0.83,0.33487654320987653,-1.3760682384615388,0.9342222222222222,0.46180687729983505,0.5598092815908003,0.47595186222637204,0.4994708994708994,0.3175705467372134,-0.8539886039886041,-0.78496189864876,0.21459508688170353,0.18664789967063766,0.191866645209645,0.11785113019775793,0.11267335263868918,0.0,0.21047576465154907,0.1716544019869223,0.1563969980035617,-1.1326877282207126,3.435614232759972,0.41633684844299235,12,4,-8,-0.17693311429995562
Alex Smith,5,0.4413873748495687,0.5749770337008981,0.25467945909851303,0.4585620147920316,0.8304444444444444,0.3367504409171076,-1.1780625602564105,0.9855555555555555,0.421081852357743,0.5520755707517667,0.4511411972196286,0.42711640211640206,0.31470458553791886,-0.7532051282051283,-0.7086129622485893,0.19834152619715642,0.17116538808027462,0.19804791229246924,0.07856742013183862,0.12433867333979232,0.0,0.20401376538161714,0.16732963593718125,0.168433365553626,-0.6946439239302732,4.024189043615133,0.47639731502843524,11,4,-7,-0.25766136205458184
Alex Smith,6,0.41153636836355995,0.5219573945240852,0.23311018432064465,0.43379172363483715,0.7468888888888889,0.3880070546737213,-1.0170939153846155,0.965111111111111,0.3804309756379473,0.4893868328222267,0.4377684407096172,0.40753968253968254,0.28633597883597883,-0.5942205942205943,-0.5450813017230194,0.1460126008825614,0.13965322746705522,0.15508164253784346,0.03928371006591931,0.07693626814409601,0.0,0.15434042186641794,0.13763371111493372,0.14332977100998456,-0.2566001196398337,4.28114005818305,0.5222492035324762,10,3,-7,-0.3571088852920573
Alex Smith,7,0.5182252232420737,0.6482185772650805,0.28205673230483447,0.5465908769220871,0.912888888888889,0.5511463844797178,-1.1452990307692308,1.236888888888889,0.4714569524924275,0.5959356496774397,0.5680544945250827,0.5083333333333333,0.3351684767474241,-0.7221306471306471,-0.6402477332288747,0.16074375487267345,0.17087700107811707,0.15896915764911296,0.03928371006591931,0.029533862948399717,0.0,0.15588649264999346,0.15833286576075442,0.1558157650288444,-0.2222222222222222,5.474507455470118,0.6574343887176614,9,4,-5,-0.1463402527600054
